email_id,sender_email,recipient_email,subject,email_body,attachments,process_status,response,start_time,end_time,full_logs,total_time,successful_requests,total_tokens,prompt_tokens,completion_tokens,total_cost
93185A89130149C0A842968E4AFDCAA2,RobinLevine@example.com,tanya.official.456@gmail.com,Payment Confirmation for Invoice ID: 43925,"Hi Tanya ! Please find attached payment screenshot for Invoice ID: 43925 , Regards Robin Levine",transaction_1.jpeg,NOT_STARTED,,,,,0,0,0,0,0,0
614972488B7B411BAEA4814CF066CDAA,StevenNixon@example.com,tanya.official.456@gmail.com,Payment Confirmation for Invoice ID: 51782,"Hi Tanya ! Please find attached payment screenshot for Invoice ID: 51782 , Regards Steven Nixon",transaction_2.jpeg,NOT_STARTED,,,,,0,0,0,0,0,0
C484ABEB38F44D29960B1CEF58510627,MadisonFord@example.com,tanya.official.456@gmail.com,Payment Confirmation for Invoice ID: 42968,"Hi Tanya ! Please find attached payment screenshot for Invoice ID: 42968 , Regards Madison Ford",transaction_3.jpeg,NOT_STARTED,,,,,0,0,0,0,0,0
706B3403E8024178948B3BFBF9E64A25,KathrynJones@example.com,tanya.official.456@gmail.com,Payment Confirmation for Invoice ID: 92948,"Hi Tanya ! Please find attached payment screenshot for Invoice ID: 92948 , Regards Kathryn Jones",transaction_4.jpeg,NOT_STARTED,,,,,0,0,0,0,0,0
86838440CA6C472AACFA3FCE1382609C,ChristineOwens@example.com,tanya.official.456@gmail.com,Payment Confirmation for Invoice ID: 20304,"Hi Tanya ! Please find attached payment screenshot for Invoice ID: 20304 , Regards Christine Owens",transaction_5.jpeg,NOT_STARTED,,,,,0,0,0,0,0,0
F7E193E1EDB44E0E8239A765F1E43EBC,KyleThomas@example.com,tanya.official.456@gmail.com,Payment Confirmation for Invoice ID: 59394,"Hi Tanya ! Please find attached payment screenshot for Invoice ID: 59394 , Regards Kyle Thomas",transaction_6.jpeg,NOT_STARTED,,,,,0,0,0,0,0,0
5BD6CBE01F8B4F9FAAD4CA38F7A22837,EmilyFleming@example.com,tanya.official.456@gmail.com,Payment Confirmation for Invoice ID: 97015,"Hi Tanya ! Please find attached payment screenshot for Invoice ID: 97015 , Regards Emily Fleming",transaction_8.jpeg,NOT_STARTED,,,,,0,0,0,0,0,0
7AA6A7BC950245F8BC6C65553D5A466E,AdamTyler@example.com,tanya.official.456@gmail.com,Payment Confirmation for Invoice ID: 48393,"Hi Tanya ! Please find attached payment screenshot for Invoice ID: 48393 , Regards Adam Tyler",transaction_9.jpeg,NOT_STARTED,,,,,0,0,0,0,0,0
54EEB17C39CF40B9846B1B5AA84430AA,SarahBoone@example.com,tanya.official.456@gmail.com,Payment Confirmation for Invoice ID: 69415,"Hi Tanya ! Please find attached payment screenshot for Invoice ID: 69415 , Regards Sarah Boone",transaction_10.jpeg,NOT_STARTED,,,,,0,0,0,0,0,0
7FC2B8C1EB0B413989493C95B77ED3E0,ChristopherPonce@example.com,tanya.official.456@gmail.com,Payment Confirmation for Invoice ID: 97115,"Hi Tanya ! Please find attached payment screenshot for Invoice ID: 97115 , Regards Christopher Ponce",transaction_11.jpeg,NOT_STARTED,,,,,0,0,0,0,0,0
3246DA22944A44FE885328AD2CF68D40,LisaLee@example.com,tanya.official.456@gmail.com,Payment Confirmation for Invoice ID: 66876,"Hi Tanya ! Please find attached payment screenshot for Invoice ID: 66876 , Regards Lisa Lee",transaction_12.jpeg,NOT_STARTED,,,,,0,0,0,0,0,0
B605F70A73744BBEA3AF231E0B94C282,ChristopherLi@example.com,tanya.official.456@gmail.com,Payment Confirmation for Invoice ID: 74803,"Hi Tanya ! Please find attached payment screenshot for Invoice ID: 74803 , Regards Christopher Li",transaction_13.jpeg,NOT_STARTED,,,,,0,0,0,0,0,0
241D380EA9FA4187BB010D09D935DA11,MichaelHumphrey@example.com,tanya.official.456@gmail.com,Payment Confirmation for Invoice ID: 22938,"Hi Tanya ! Please find attached payment screenshot for Invoice ID: 22938 , Regards Michael Humphrey",transaction_14.jpeg,NOT_STARTED,,,,,0,0,0,0,0,0
63031695805B446F908A35E6F2022206,LeslieAnderson@example.com,tanya.official.456@gmail.com,Payment Confirmation for Invoice ID: 88941,"Hi Tanya ! Please find attached payment screenshot for Invoice ID: 88941 , Regards Leslie Anderson",transaction_15.jpeg,NOT_STARTED,,,,,0,0,0,0,0,0
DD99F5683C0D4359A7DCF554D5169951,AlexanderHall@example.com,tanya.official.456@gmail.com,Payment Confirmation for Invoice ID: 66211,"Hi Tanya ! Please find attached payment screenshot for Invoice ID: 66211 , Regards Alexander Hall",transaction_16.jpeg,NOT_STARTED,,,,,0,0,0,0,0,0
B1BF81FFB7AF41F1891F358B8CB14CCC,DianeSchwartz@example.com,tanya.official.456@gmail.com,Payment Confirmation for Invoice ID: 42966,"Hi Tanya ! Please find attached payment screenshot for Invoice ID: 42966 , Regards Diane Schwartz",transaction_17.jpeg,NOT_STARTED,,,,,0,0,0,0,0,0
197DBC1BA47B47D2AB59396954DDD146,ShawnHamilton@example.com,tanya.official.456@gmail.com,Payment Confirmation for Invoice ID: 31077,"Hi Tanya ! Please find attached payment screenshot for Invoice ID: 31077 , Regards Shawn Hamilton",transaction_18.jpeg,NOT_STARTED,,,,,0,0,0,0,0,0
C8AD8C24D04F4878B92DC29A725F9652,TiffanyRice@example.com,tanya.official.456@gmail.com,Payment Confirmation for Invoice ID: 65867,"Hi Tanya ! Please find attached payment screenshot for Invoice ID: 65867 , Regards Tiffany Rice",transaction_19.jpeg,NOT_STARTED,,,,,0,0,0,0,0,0
C4F3EEE93E504460A98F39A4F017F3DB,LisaNelson@example.com,tanya.official.456@gmail.com,Payment Confirmation for Invoice ID: 53329,"Hi Tanya ! Please find attached payment screenshot for Invoice ID: 53329 , Regards Lisa Nelson",transaction_20.jpeg,NOT_STARTED,,,,,0,0,0,0,0,0
BA72309838CD48EBA1749A30F1717474,MichaelSexton@example.com,tanya.official.456@gmail.com,Payment Confirmation for Invoice ID: 74768,"Hi Tanya ! Please find attached payment screenshot for Invoice ID: 74768 , Regards Michael Sexton",transaction_21.jpeg,NOT_STARTED,,,,,0,0,0,0,0,0
F9F3096D9FDF4F179B6E7CDB5EE07232,Mrs.LisaJones@example.com,tanya.official.456@gmail.com,Payment Confirmation for Invoice ID: 33249,"Hi Tanya ! Please find attached payment screenshot for Invoice ID: 33249 , Regards Mrs. Lisa Jones",transaction_22.jpeg,NOT_STARTED,,,,,0,0,0,0,0,0
66837CB5687E4590ADC0A7CD1D1BF048,BradleyLarsen@example.com,tanya.official.456@gmail.com,Payment Confirmation for Invoice ID: 84833,"Hi Tanya ! Please find attached payment screenshot for Invoice ID: 84833 , Regards Bradley Larsen",transaction_23.jpeg,NOT_STARTED,,,,,0,0,0,0,0,0
6B65C3AE953D42BEA173437C6A968BD7,MichaelAdams@example.com,tanya.official.456@gmail.com,Payment Confirmation for Invoice ID: 84287,"Hi Tanya ! Please find attached payment screenshot for Invoice ID: 84287 , Regards Michael Adams",transaction_24.jpeg,NOT_STARTED,,,,,0,0,0,0,0,0
CDE2A721A1D84EB7A67E4E94A1B5F764,RyanPruitt@example.com,tanya.official.456@gmail.com,Payment Confirmation for Invoice ID: 42289,"Hi Tanya ! Please find attached payment screenshot for Invoice ID: 42289 , Regards Ryan Pruitt",transaction_25.jpeg,NOT_STARTED,,,,,0,0,0,0,0,0
